,query_text,QuestionId_Answer,ConstructName,SubjectName,QuestionText,correct_answer,incorrect_answer,MisconceptionID
3496,"###question###:Solving Quadratic Inequalities-Solve quadratic inequalities from the graph of the quadratic-Using the graph of
\(
y=x^{2}-3 x-10
\)

What is the correct way to write the solution to
\(
x^{2}-3 x-10 \leq 0 ?
\) ![A quadratic parabola which crosses the x axis at (-2,0) and (5,0) and crosses the y axis at (0, -10)]()
###Correct Answer###:\( \{-2 \leq x \leq 5\} \)
###Misconcepte Incorrect answer###:A.\( \{x \leq-2\} \cup\{x \geq 5\} \)",1497_A,Solve quadratic inequalities from the graph of the quadratic,Solving Quadratic Inequalities,"Using the graph of
\(
y=x^{2}-3 x-10
\)

What is the correct way to write the solution to
\(
x^{2}-3 x-10 \leq 0 ?
\) ![A quadratic parabola which crosses the x axis at (-2,0) and (5,0) and crosses the y axis at (0, -10)]()",\( \{-2 \leq x \leq 5\} \),\( \{x \leq-2\} \cup\{x \geq 5\} \),1880.0
3497,"###question###:Solving Quadratic Inequalities-Solve quadratic inequalities from the graph of the quadratic-Using the graph of
\(
y=x^{2}-3 x-10
\)

What is the correct way to write the solution to
\(
x^{2}-3 x-10 \leq 0 ?
\) ![A quadratic parabola which crosses the x axis at (-2,0) and (5,0) and crosses the y axis at (0, -10)]()
###Correct Answer###:\( \{-2 \leq x \leq 5\} \)
###Misconcepte Incorrect answer###:C.\( \{-2 \geq x \geq 5\} \)",1497_C,Solve quadratic inequalities from the graph of the quadratic,Solving Quadratic Inequalities,"Using the graph of
\(
y=x^{2}-3 x-10
\)

What is the correct way to write the solution to
\(
x^{2}-3 x-10 \leq 0 ?
\) ![A quadratic parabola which crosses the x axis at (-2,0) and (5,0) and crosses the y axis at (0, -10)]()",\( \{-2 \leq x \leq 5\} \),\( \{-2 \geq x \geq 5\} \),1828.0
3498,"###question###:Solving Quadratic Inequalities-Solve quadratic inequalities from the graph of the quadratic-Using the graph of
\(
y=x^{2}-3 x-10
\)

What is the correct way to write the solution to
\(
x^{2}-3 x-10 \leq 0 ?
\) ![A quadratic parabola which crosses the x axis at (-2,0) and (5,0) and crosses the y axis at (0, -10)]()
###Correct Answer###:\( \{-2 \leq x \leq 5\} \)
###Misconcepte Incorrect answer###:D.\( \{x \geq-2\} \cup\{x \leq 5\} \)",1497_D,Solve quadratic inequalities from the graph of the quadratic,Solving Quadratic Inequalities,"Using the graph of
\(
y=x^{2}-3 x-10
\)

What is the correct way to write the solution to
\(
x^{2}-3 x-10 \leq 0 ?
\) ![A quadratic parabola which crosses the x axis at (-2,0) and (5,0) and crosses the y axis at (0, -10)]()",\( \{-2 \leq x \leq 5\} \),\( \{x \geq-2\} \cup\{x \leq 5\} \),981.0
3499,"###question###:Measuring Angles-Describe how many degrees you would turn, and in what direction, to move between North, South, East and West on a compass-I am facing East. \( \mathrm{E} \longrightarrow \) How many degrees anti-clockwise will I need to turn so I am facing South?
###Correct Answer###:\( 270^{\circ} \)
###Misconcepte Incorrect answer###:A.\( 90^{\circ} \)",1498_A,"Describe how many degrees you would turn, and in what direction, to move between North, South, East and West on a compass",Measuring Angles,I am facing East. \( \mathrm{E} \longrightarrow \) How many degrees anti-clockwise will I need to turn so I am facing South?,\( 270^{\circ} \),\( 90^{\circ} \),860.0
3500,"###question###:Adding and Subtracting Fractions-Subtract proper fractions with different denominators where one is a multiple of the other-Calculate:
\( \frac{5}{9}-\frac{1}{3} \)
###Correct Answer###:\( \frac{2}{9} \)
###Misconcepte Incorrect answer###:A.\( \frac{4}{6} \)",1499_A,Subtract proper fractions with different denominators where one is a multiple of the other,Adding and Subtracting Fractions,"Calculate:
\( \frac{5}{9}-\frac{1}{3} \)",\( \frac{2}{9} \),\( \frac{4}{6} \),172.0
3501,"###question###:Adding and Subtracting Fractions-Subtract proper fractions with different denominators where one is a multiple of the other-Calculate:
\( \frac{5}{9}-\frac{1}{3} \)
###Correct Answer###:\( \frac{2}{9} \)
###Misconcepte Incorrect answer###:B.\( \frac{4}{9} \)",1499_B,Subtract proper fractions with different denominators where one is a multiple of the other,Adding and Subtracting Fractions,"Calculate:
\( \frac{5}{9}-\frac{1}{3} \)",\( \frac{2}{9} \),\( \frac{4}{9} \),1909.0
3502,"###question###:Adding and Subtracting Fractions-Subtract proper fractions with different denominators where one is a multiple of the other-Calculate:
\( \frac{5}{9}-\frac{1}{3} \)
###Correct Answer###:\( \frac{2}{9} \)
###Misconcepte Incorrect answer###:C.\( \frac{8}{9} \)",1499_C,Subtract proper fractions with different denominators where one is a multiple of the other,Adding and Subtracting Fractions,"Calculate:
\( \frac{5}{9}-\frac{1}{3} \)",\( \frac{2}{9} \),\( \frac{8}{9} \),1514.0
3503,"###question###:Rounding to Decimal Places-Round numbers to three or more decimal places-What is \( 29.156828 \) rounded to \( 3 \) decimal places?
###Correct Answer###:\( 29.157 \)
###Misconcepte Incorrect answer###:A.\( 29.267 \)",1500_A,Round numbers to three or more decimal places,Rounding to Decimal Places,What is \( 29.156828 \) rounded to \( 3 \) decimal places?,\( 29.157 \),\( 29.267 \),2330.0
3504,"###question###:Rounding to Decimal Places-Round numbers to three or more decimal places-What is \( 29.156828 \) rounded to \( 3 \) decimal places?
###Correct Answer###:\( 29.157 \)
###Misconcepte Incorrect answer###:B.\( 29.16 \)",1500_B,Round numbers to three or more decimal places,Rounding to Decimal Places,What is \( 29.156828 \) rounded to \( 3 \) decimal places?,\( 29.157 \),\( 29.16 \),1248.0
3505,"###question###:Rounding to Decimal Places-Round numbers to three or more decimal places-What is \( 29.156828 \) rounded to \( 3 \) decimal places?
###Correct Answer###:\( 29.157 \)
###Misconcepte Incorrect answer###:C.\( 29.156 \)",1500_C,Round numbers to three or more decimal places,Rounding to Decimal Places,What is \( 29.156828 \) rounded to \( 3 \) decimal places?,\( 29.157 \),\( 29.156 \),1379.0
3506,"###question###:Simplifying Algebraic Fractions-Simplify an algebraic fraction by factorising both the numerator and denominator-Simplify the following, if possible: \( \frac{4 t^{2}+1}{4 t-2} \)
###Correct Answer###:Does not simplify
###Misconcepte Incorrect answer###:B.\( t+\frac{1}{2} \)",1501_B,Simplify an algebraic fraction by factorising both the numerator and denominator,Simplifying Algebraic Fractions,"Simplify the following, if possible: \( \frac{4 t^{2}+1}{4 t-2} \)",Does not simplify,\( t+\frac{1}{2} \),1256.0
3507,"###question###:Simplifying Algebraic Fractions-Simplify an algebraic fraction by factorising both the numerator and denominator-Simplify the following, if possible: \( \frac{4 t^{2}+1}{4 t-2} \)
###Correct Answer###:Does not simplify
###Misconcepte Incorrect answer###:C.\( t-\frac{1}{2} \)",1501_C,Simplify an algebraic fraction by factorising both the numerator and denominator,Simplifying Algebraic Fractions,"Simplify the following, if possible: \( \frac{4 t^{2}+1}{4 t-2} \)",Does not simplify,\( t-\frac{1}{2} \),2398.0
3508,"###question###:Time Series and Line Graphs-Interpret discrete data using a line graph-This graph shows the amount of potatoes consumed by a restaurant in a week.

How many potatoes were consumed on Friday? ![Graph of potatoes consumed with kilos against day of week]()
###Correct Answer###:\( 15 \mathrm{~kg} \)
###Misconcepte Incorrect answer###:A.\( 3 \mathrm{~kg} \)",1502_A,Interpret discrete data using a line graph,Time Series and Line Graphs,"This graph shows the amount of potatoes consumed by a restaurant in a week.

How many potatoes were consumed on Friday? ![Graph of potatoes consumed with kilos against day of week]()",\( 15 \mathrm{~kg} \),\( 3 \mathrm{~kg} \),445.0
3509,"###question###:Rounding to Decimal Places-Round numbers to two decimal places-Two different numbers are equal to \( 7.46 \) to two decimal places.
The numbers could be....
###Correct Answer###:\( 7.4608 \)
and
\( 7.4551 \)
###Misconcepte Incorrect answer###:A.\( 7.4651 \)
and
\( 7.4559 \)",1503_A,Round numbers to two decimal places,Rounding to Decimal Places,"Two different numbers are equal to \( 7.46 \) to two decimal places.
The numbers could be....","\( 7.4608 \)
and
\( 7.4551 \)","\( 7.4651 \)
and
\( 7.4559 \)",1402.0
3510,"###question###:Rounding to Decimal Places-Round numbers to two decimal places-Two different numbers are equal to \( 7.46 \) to two decimal places.
The numbers could be....
###Correct Answer###:\( 7.4608 \)
and
\( 7.4551 \)
###Misconcepte Incorrect answer###:B.\( 7.4628 \)
and
\( 7.4528 \)",1503_B,Round numbers to two decimal places,Rounding to Decimal Places,"Two different numbers are equal to \( 7.46 \) to two decimal places.
The numbers could be....","\( 7.4608 \)
and
\( 7.4551 \)","\( 7.4628 \)
and
\( 7.4528 \)",1988.0
3511,"###question###:Laws of Indices-Raise a positive integer to a positive integer power-Which of the following is a power of \( 4 \) ?
###Correct Answer###:\( 64 \)
###Misconcepte Incorrect answer###:A.\( 44 \)",1504_A,Raise a positive integer to a positive integer power,Laws of Indices,Which of the following is a power of \( 4 \) ?,\( 64 \),\( 44 \),968.0
3512,"###question###:Laws of Indices-Raise a positive integer to a positive integer power-Which of the following is a power of \( 4 \) ?
###Correct Answer###:\( 64 \)
###Misconcepte Incorrect answer###:C.\( 400 \)",1504_C,Raise a positive integer to a positive integer power,Laws of Indices,Which of the following is a power of \( 4 \) ?,\( 64 \),\( 400 \),968.0
3513,"###question###:Laws of Indices-Raise a positive integer to a positive integer power-Which of the following is a power of \( 4 \) ?
###Correct Answer###:\( 64 \)
###Misconcepte Incorrect answer###:D.\( 8 \)",1504_D,Raise a positive integer to a positive integer power,Laws of Indices,Which of the following is a power of \( 4 \) ?,\( 64 \),\( 8 \),968.0
3514,"###question###:Construct Triangle-Construct a triangle using Angle-Side-Angle-Which of the following best describes how to construct a triangle with side length \( 7 \mathrm{~cm} \) with angles of \( 40^{\degree} \) and \( 50^{\degree} \) either side?
###Correct Answer###:- Draw a line \( 7 \mathrm{~cm} \) long
- Place a protractor at one end of the line, measure \( 40^{\degree} \) and place a dot
- Place a protractor at the other end of the line, measure \( 50^{\degree} \) and place a dot
- Draw straight lines through the end of the lines through the dots
- Where these lines cross completes the triangle
###Misconcepte Incorrect answer###:C.- Draw a line \( 7 \mathrm{~cm} \) long
- Place a protractor at one end of the line, measure \( 40^{\degree} \) and place a dot
- Place a protractor at the same end of the line, measure \( 50^{\degree} \) and place a dot
- Draw straight lines through the end of the lines through the dots
- Where these lines cross completes the triangle",1505_C,Construct a triangle using Angle-Side-Angle,Construct Triangle,Which of the following best describes how to construct a triangle with side length \( 7 \mathrm{~cm} \) with angles of \( 40^{\degree} \) and \( 50^{\degree} \) either side?,"- Draw a line \( 7 \mathrm{~cm} \) long
- Place a protractor at one end of the line, measure \( 40^{\degree} \) and place a dot
- Place a protractor at the other end of the line, measure \( 50^{\degree} \) and place a dot
- Draw straight lines through the end of the lines through the dots
- Where these lines cross completes the triangle","- Draw a line \( 7 \mathrm{~cm} \) long
- Place a protractor at one end of the line, measure \( 40^{\degree} \) and place a dot
- Place a protractor at the same end of the line, measure \( 50^{\degree} \) and place a dot
- Draw straight lines through the end of the lines through the dots
- Where these lines cross completes the triangle",796.0
3515,"###question###:Quadratic Equations-Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 -Which option gives a correct substitution into the quadratic formula to solve the quadratic equation? \( 2 x^{2}-8 x+7=0 \)
###Correct Answer###:\( \frac{8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \)
###Misconcepte Incorrect answer###:A.\( -8 \pm \frac{\sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \)",1506_A,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,Which option gives a correct substitution into the quadratic formula to solve the quadratic equation? \( 2 x^{2}-8 x+7=0 \),\( \frac{8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),\( -8 \pm \frac{\sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),1044.0
3516,"###question###:Quadratic Equations-Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 -Which option gives a correct substitution into the quadratic formula to solve the quadratic equation? \( 2 x^{2}-8 x+7=0 \)
###Correct Answer###:\( \frac{8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \)
###Misconcepte Incorrect answer###:B.\( 8 \pm \frac{\sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \)",1506_B,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,Which option gives a correct substitution into the quadratic formula to solve the quadratic equation? \( 2 x^{2}-8 x+7=0 \),\( \frac{8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),\( 8 \pm \frac{\sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),1044.0
3517,"###question###:Quadratic Equations-Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 -Which option gives a correct substitution into the quadratic formula to solve the quadratic equation? \( 2 x^{2}-8 x+7=0 \)
###Correct Answer###:\( \frac{8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \)
###Misconcepte Incorrect answer###:C.\( \frac{-8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \)",1506_C,Solve quadratic equations using the quadratic formula where the coefficient of x² is not 1 ,Quadratic Equations,Which option gives a correct substitution into the quadratic formula to solve the quadratic equation? \( 2 x^{2}-8 x+7=0 \),\( \frac{8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),\( \frac{-8 \pm \sqrt{(-8)^{2}-4(2)(7)}}{2(2)} \),1044.0
3518,"###question###:Percentages of an Amount-Express one quantity as a percentage of another mentally-What is \( 6 \) out of \( 25 \) as a percentage?
###Correct Answer###:\( 24 \% \)
###Misconcepte Incorrect answer###:A.\( 12 \% \)",1507_A,Express one quantity as a percentage of another mentally,Percentages of an Amount,What is \( 6 \) out of \( 25 \) as a percentage?,\( 24 \% \),\( 12 \% \),658.0
3519,"###question###:Percentages of an Amount-Express one quantity as a percentage of another mentally-What is \( 6 \) out of \( 25 \) as a percentage?
###Correct Answer###:\( 24 \% \)
###Misconcepte Incorrect answer###:C.\( 62.5 \% \)",1507_C,Express one quantity as a percentage of another mentally,Percentages of an Amount,What is \( 6 \) out of \( 25 \) as a percentage?,\( 24 \% \),\( 62.5 \% \),1786.0
3520,"###question###:BIDMAS-Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division-\( 3+6 \div 2+1= \)
###Correct Answer###:\( 7 \)
###Misconcepte Incorrect answer###:B.\( 3 \)",1508_B,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,\( 3+6 \div 2+1= \),\( 7 \),\( 3 \),15.0
3521,"###question###:BIDMAS-Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division-\( 3+6 \div 2+1= \)
###Correct Answer###:\( 7 \)
###Misconcepte Incorrect answer###:C.\( 5.5 \)",1508_C,"Use the order of operations to carry out calculations involving addition, subtraction, multiplication, and/or division",BIDMAS,\( 3+6 \div 2+1= \),\( 7 \),\( 5.5 \),1507.0
3522,"###question###:Linear Equations-Solve linear equations with the variable appearing on both sides, involving positive fractions-Find \( d \) in the following equation \( \frac{5 d-2}{3}=2 d-1 \)
###Correct Answer###:\( d=1 \)
###Misconcepte Incorrect answer###:A.\( d=-1 \)",1509_A,"Solve linear equations with the variable appearing on both sides, involving positive fractions",Linear Equations,Find \( d \) in the following equation \( \frac{5 d-2}{3}=2 d-1 \),\( d=1 \),\( d=-1 \),1294.0
3523,"###question###:Multiplying and Dividing with Decimals-Multiply a decimal by an integer-Work out:
\[
0.04 \times 21
\]
###Correct Answer###:\( 0.84 \)
###Misconcepte Incorrect answer###:A.\( 8.4 \)",1510_A,Multiply a decimal by an integer,Multiplying and Dividing with Decimals,"Work out:
\[
0.04 \times 21
\]",\( 0.84 \),\( 8.4 \),2350.0
3524,"###question###:Multiplying and Dividing with Decimals-Multiply a decimal by an integer-Work out:
\[
0.04 \times 21
\]
###Correct Answer###:\( 0.84 \)
###Misconcepte Incorrect answer###:B.\( 8.04 \)",1510_B,Multiply a decimal by an integer,Multiplying and Dividing with Decimals,"Work out:
\[
0.04 \times 21
\]",\( 0.84 \),\( 8.04 \),2288.0
3525,"###question###:Multiplying and Dividing with Decimals-Multiply a decimal by an integer-Work out:
\[
0.04 \times 21
\]
###Correct Answer###:\( 0.84 \)
###Misconcepte Incorrect answer###:D.\( 0.084 \)",1510_D,Multiply a decimal by an integer,Multiplying and Dividing with Decimals,"Work out:
\[
0.04 \times 21
\]",\( 0.84 \),\( 0.084 \),1035.0
3526,"###question###:Other Graphs-Others-Read values from piecewise functions-Tom has correctly drawn the graph of the following function:
\(
y=\left\{\begin{array}{c}
P \text { for } 0 \leq x<Q \\
2.5 \text { for } 2 \leq x<4 \\
1 \text { for } 4 \leq x \leq 6
\end{array}\right.
\)

What are the values of \( P \) and Q? ![The graph is three separate horizontal lines. It goes from (0,3.5) to (2, 3.5), then (2, 2.5) to (4, 2.5) and the last section is from (4, 1) to (6, 1)]()
###Correct Answer###:\( \begin{array}{c}P=3.5 \\ Q=2\end{array} \)
###Misconcepte Incorrect answer###:B.\( \begin{array}{c}P=2 \\ Q=3.5\end{array} \)",1511_B,Read values from piecewise functions,Other Graphs-Others,"Tom has correctly drawn the graph of the following function:
\(
y=\left\{\begin{array}{c}
P \text { for } 0 \leq x<Q \\
2.5 \text { for } 2 \leq x<4 \\
1 \text { for } 4 \leq x \leq 6
\end{array}\right.
\)

What are the values of \( P \) and Q? ![The graph is three separate horizontal lines. It goes from (0,3.5) to (2, 3.5), then (2, 2.5) to (4, 2.5) and the last section is from (4, 1) to (6, 1)]()",\( \begin{array}{c}P=3.5 \\ Q=2\end{array} \),\( \begin{array}{c}P=2 \\ Q=3.5\end{array} \),11.0
3527,"###question###:BIDMAS-Use the order of operations to carry out calculations involving roots-\( \sqrt{8^{2}}= \)
###Correct Answer###:\( 8 \)
###Misconcepte Incorrect answer###:B.\( 64 \)",1512_B,Use the order of operations to carry out calculations involving roots,BIDMAS,\( \sqrt{8^{2}}= \),\( 8 \),\( 64 \),657.0
3528,"###question###:BIDMAS-Use the order of operations to carry out calculations involving roots-\( \sqrt{8^{2}}= \)
###Correct Answer###:\( 8 \)
###Misconcepte Incorrect answer###:C.\( 4 \)",1512_C,Use the order of operations to carry out calculations involving roots,BIDMAS,\( \sqrt{8^{2}}= \),\( 8 \),\( 4 \),2316.0
3529,"###question###:BIDMAS-Use the order of operations to carry out calculations involving roots-\( \sqrt{8^{2}}= \)
###Correct Answer###:\( 8 \)
###Misconcepte Incorrect answer###:D.\( 16 \)",1512_D,Use the order of operations to carry out calculations involving roots,BIDMAS,\( \sqrt{8^{2}}= \),\( 8 \),\( 16 \),2175.0
3530,"###question###:Ordering Fractions-Order fractions whose denominators are multiples of the same number -In a bakery \( \frac{2}{5} \) of the cakes are chocolate, \( \frac{3}{8} \) of the cakes are vanilla and \( \frac{13}{40} \) are lemon.
Which flavour cake is there more of?
###Correct Answer###:Chocolate
###Misconcepte Incorrect answer###:B.Vanilla",1513_B,Order fractions whose denominators are multiples of the same number ,Ordering Fractions,"In a bakery \( \frac{2}{5} \) of the cakes are chocolate, \( \frac{3}{8} \) of the cakes are vanilla and \( \frac{13}{40} \) are lemon.
Which flavour cake is there more of?",Chocolate,Vanilla,684.0
3531,"###question###:Ordering Fractions-Order fractions whose denominators are multiples of the same number -In a bakery \( \frac{2}{5} \) of the cakes are chocolate, \( \frac{3}{8} \) of the cakes are vanilla and \( \frac{13}{40} \) are lemon.
Which flavour cake is there more of?
###Correct Answer###:Chocolate
###Misconcepte Incorrect answer###:C.Lemon",1513_C,Order fractions whose denominators are multiples of the same number ,Ordering Fractions,"In a bakery \( \frac{2}{5} \) of the cakes are chocolate, \( \frac{3}{8} \) of the cakes are vanilla and \( \frac{13}{40} \) are lemon.
Which flavour cake is there more of?",Chocolate,Lemon,684.0
3532,"###question###:Ordering Fractions-Order fractions whose denominators are multiples of the same number -In a bakery \( \frac{2}{5} \) of the cakes are chocolate, \( \frac{3}{8} \) of the cakes are vanilla and \( \frac{13}{40} \) are lemon.
Which flavour cake is there more of?
###Correct Answer###:Chocolate
###Misconcepte Incorrect answer###:D.There is the same amount of each.",1513_D,Order fractions whose denominators are multiples of the same number ,Ordering Fractions,"In a bakery \( \frac{2}{5} \) of the cakes are chocolate, \( \frac{3}{8} \) of the cakes are vanilla and \( \frac{13}{40} \) are lemon.
Which flavour cake is there more of?",Chocolate,There is the same amount of each.,684.0
3533,"###question###:Percentages of an Amount-Calculate percentage of an amount mentally where the percent is a multiple of 10-Tom and Katie are arguing about working out percentages of amounts.

Tom says to find \( 30 \% \) you divide by \( 3 \).

Katie says to find \( 30 \% \) you divide by \( 100 \) and multiply by \( 3 \).

Who is correct?
###Correct Answer###:Neither is correct
###Misconcepte Incorrect answer###:A.Only Tom",1514_A,Calculate percentage of an amount mentally where the percent is a multiple of 10,Percentages of an Amount,"Tom and Katie are arguing about working out percentages of amounts.

Tom says to find \( 30 \% \) you divide by \( 3 \).

Katie says to find \( 30 \% \) you divide by \( 100 \) and multiply by \( 3 \).

Who is correct?",Neither is correct,Only Tom,329.0
3534,"###question###:Percentages of an Amount-Calculate percentage of an amount mentally where the percent is a multiple of 10-Tom and Katie are arguing about working out percentages of amounts.

Tom says to find \( 30 \% \) you divide by \( 3 \).

Katie says to find \( 30 \% \) you divide by \( 100 \) and multiply by \( 3 \).

Who is correct?
###Correct Answer###:Neither is correct
###Misconcepte Incorrect answer###:B.Only Katie",1514_B,Calculate percentage of an amount mentally where the percent is a multiple of 10,Percentages of an Amount,"Tom and Katie are arguing about working out percentages of amounts.

Tom says to find \( 30 \% \) you divide by \( 3 \).

Katie says to find \( 30 \% \) you divide by \( 100 \) and multiply by \( 3 \).

Who is correct?",Neither is correct,Only Katie,2092.0
3535,"###question###:Percentages of an Amount-Calculate percentage of an amount mentally where the percent is a multiple of 10-Tom and Katie are arguing about working out percentages of amounts.

Tom says to find \( 30 \% \) you divide by \( 3 \).

Katie says to find \( 30 \% \) you divide by \( 100 \) and multiply by \( 3 \).

Who is correct?
###Correct Answer###:Neither is correct
###Misconcepte Incorrect answer###:C.Both Tom and Katie",1514_C,Calculate percentage of an amount mentally where the percent is a multiple of 10,Percentages of an Amount,"Tom and Katie are arguing about working out percentages of amounts.

Tom says to find \( 30 \% \) you divide by \( 3 \).

Katie says to find \( 30 \% \) you divide by \( 100 \) and multiply by \( 3 \).

Who is correct?",Neither is correct,Both Tom and Katie,329.0
3536,"###question###:Real Life Graphs-Given a situation sketch an appropriate displacement-time graph-John walks from home at a constant speed to a bench, stops for a rest, and then runs home at a constant speed. Which of the following displacement \( (d) \) time \( (t) \) graphs is most likely to illustrate John's journey?
###Correct Answer###:![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with gentle, positive, uphill gradient, then a horizontal line. The third section is a sloped line with very steep negative gradient that ends when it touches the horizontal axis.]()
###Misconcepte Incorrect answer###:B.![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with steep, positive, uphill gradient, then a horizontal line. The third section is a sloped line with gentle, negative gradient that ends when it touches the horizontal axis.]()",1515_B,Given a situation sketch an appropriate displacement-time graph,Real Life Graphs,"John walks from home at a constant speed to a bench, stops for a rest, and then runs home at a constant speed. Which of the following displacement \( (d) \) time \( (t) \) graphs is most likely to illustrate John's journey?","![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with gentle, positive, uphill gradient, then a horizontal line. The third section is a sloped line with very steep negative gradient that ends when it touches the horizontal axis.]()","![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with steep, positive, uphill gradient, then a horizontal line. The third section is a sloped line with gentle, negative gradient that ends when it touches the horizontal axis.]()",601.0
3537,"###question###:Real Life Graphs-Given a situation sketch an appropriate displacement-time graph-John walks from home at a constant speed to a bench, stops for a rest, and then runs home at a constant speed. Which of the following displacement \( (d) \) time \( (t) \) graphs is most likely to illustrate John's journey?
###Correct Answer###:![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with gentle, positive, uphill gradient, then a horizontal line. The third section is a sloped line with very steep negative gradient that ends when it touches the horizontal axis.]()
###Misconcepte Incorrect answer###:C.![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with positive, uphill gradient, then a horizontal line. The third section is another sloped line with a steeper positive gradient.]()",1515_C,Given a situation sketch an appropriate displacement-time graph,Real Life Graphs,"John walks from home at a constant speed to a bench, stops for a rest, and then runs home at a constant speed. Which of the following displacement \( (d) \) time \( (t) \) graphs is most likely to illustrate John's journey?","![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with gentle, positive, uphill gradient, then a horizontal line. The third section is a sloped line with very steep negative gradient that ends when it touches the horizontal axis.]()","![The graph has three sections.
The first section starts at (0, 0) and is a sloped line with positive, uphill gradient, then a horizontal line. The third section is another sloped line with a steeper positive gradient.]()",211.0
3538,"###question###:Length Units-Complete multi-step conversions of length that use multiplication-How many millimetres in \( 100 \) kilometres?
###Correct Answer###:One hundred million
###Misconcepte Incorrect answer###:A.One hundred thousand",1516_A,Complete multi-step conversions of length that use multiplication,Length Units,How many millimetres in \( 100 \) kilometres?,One hundred million,One hundred thousand,205.0
3539,"###question###:Length Units-Complete multi-step conversions of length that use multiplication-How many millimetres in \( 100 \) kilometres?
###Correct Answer###:One hundred million
###Misconcepte Incorrect answer###:B.One million",1516_B,Complete multi-step conversions of length that use multiplication,Length Units,How many millimetres in \( 100 \) kilometres?,One hundred million,One million,526.0
3540,"###question###:Length Units-Complete multi-step conversions of length that use multiplication-How many millimetres in \( 100 \) kilometres?
###Correct Answer###:One hundred million
###Misconcepte Incorrect answer###:D.One billion",1516_D,Complete multi-step conversions of length that use multiplication,Length Units,How many millimetres in \( 100 \) kilometres?,One hundred million,One billion,2333.0
3541,"###question###:Simplifying Expressions by Collecting Like Terms-Simplify algebraic expressions to maintain equivalence by collecting like terms involving non-linear variables-Which of the following is a correct simplification of: \( 4 x^{2}+2 x-x \)
###Correct Answer###:\( 4 x^{2}+x \)
###Misconcepte Incorrect answer###:C.\( 4 x^{2}+3 x \)",1517_C,Simplify algebraic expressions to maintain equivalence by collecting like terms involving non-linear variables,Simplifying Expressions by Collecting Like Terms,Which of the following is a correct simplification of: \( 4 x^{2}+2 x-x \),\( 4 x^{2}+x \),\( 4 x^{2}+3 x \),2046.0
3542,"###question###:Nets-Identify the net of a non-prism-Which is the correct net for this shape? ![A 3D image of a triangular prism]()
###Correct Answer###:![Net showing four triangles]()
###Misconcepte Incorrect answer###:A.![Net showing 3 rectangles and two triangles]()",1518_A,Identify the net of a non-prism,Nets,Which is the correct net for this shape? ![A 3D image of a triangular prism](),![Net showing four triangles](),![Net showing 3 rectangles and two triangles](),1783.0
3543,"###question###:Nets-Identify the net of a non-prism-Which is the correct net for this shape? ![A 3D image of a triangular prism]()
###Correct Answer###:![Net showing four triangles]()
###Misconcepte Incorrect answer###:B.![\( \theta \)]()",1518_B,Identify the net of a non-prism,Nets,Which is the correct net for this shape? ![A 3D image of a triangular prism](),![Net showing four triangles](),![\( \theta \)](),690.0
3544,"###question###:Nets-Identify the net of a non-prism-Which is the correct net for this shape? ![A 3D image of a triangular prism]()
###Correct Answer###:![Net showing four triangles]()
###Misconcepte Incorrect answer###:D.![None of the above]()",1518_D,Identify the net of a non-prism,Nets,Which is the correct net for this shape? ![A 3D image of a triangular prism](),![Net showing four triangles](),![None of the above](),690.0
